"Title: Old Blood Noise Endeavors Excess V2 Pedal
Category: Electronics
Brand: Old Blood Noise Endeavors
Description: A versatile 3-mode modulation with integrated distortion that delivers delay, chorus, and harmonized fifths in series or parallel paths.
Details: Features Delay, Chorus, and Fifth modes with Time/Depth/Volume; Distortion with Gain/Tone/Volume; configurable order (modulation into distortion, distortion into modulation, or parallel); soft-touch switching and true bypass; expression jack for Rate/Depth; internal trimpot for wet-dry mix; requires 125mA 9VDC power.",0
"Title: Telpo Headlight Assembly for 2015-2017 Toyota Camry (Pair)
Category: Automotive Lighting
Brand: Telpo
Description: Direct replacement headlights for 2015–2017 Toyota Camry with chrome housing, amber reflectors, and anti-yellowing lenses, sold as a pair.
Details: Includes left and right headlights, meets DOT & SAE standards, waterproof with high/low beam, and includes a 1-year limited warranty.",0
"Title: NewPower99 Battery Kit for Samsung Galaxy Tab S3 9.7 with Tools and Video Instructions
Category: Electronics
Brand: NewPower99
Description: Replace or backup the Tab S3 9.7 battery with a 6000 mAh lithium-polymer cell, kit includes installation tools and video instructions.
Details: Includes step-by-step video instructions, specialized tools, a long-life 6000 mAh battery, and a one-year warranty.",0
"Title: EXMAX Fresnel Focusing Lens Adapter for Bowens Mount
Category: Electronics
Brand: EXMAX
Description: Bowens-mount Fresnel focusing lens adapter that provides adjustable beam from flood to spot (10°–40°) with optional color gels.
Details: Rotary telescoping design adjusts focus 10°–40°, four color filters included, increases brightness up to 5–10x, compatible with Bowens-style studio lights (e.g., Godox SL-series).",0
"Title: Raven Pro Document Scanner Stand
Category: Electronics
Brand: Raven
Description: Elevates the Raven Pro Document Scanner (sold separately) to improve seated viewing angle and access to the touchscreen.
Details: Fits the Raven Pro Document Scanner, provides an enhanced seated viewing angle, and improves visibility and ease of use of the touchscreen interface.",0
"Title: UPC Replacement Battery Cartridge for APC UPS Systems
Category: Electronics
Brand: UPC PARTS
Description: Precharged, sealed-lead-acid replacement battery cartridge designed for APC UPS systems, enabling immediate use with plug-and-play installation.
Details: Includes all required connectors, fuses, and metal enclosure with no assembly needed; maintenance-free, pre-charged, and hot-swappable for easy installation.",0
"Title: SuppliesOutlet Compatible Lexmark X651/X652/X654/X656/X658 Black Toner Cartridge – 1 Pack
Category: Electronics
Brand: SuppliesOutlet
Description: SuppliesOutlet's compatible Lexmark toner cartridge delivers OEM-grade print quality and reliable performance for the X651/X652/X654/X656/X658 series.
Details: Black toner cartridge, 1 Pack, up to 25,000 pages at 5% coverage, 1-year warranty, non-OEM replacement.",0
"Title: ACDelco Front Wheel Hub and Bearing Assembly with Speed Sensor
Category: Automotive
Brand: ACDelco
Description: Durable, factory-grade wheel hub and bearing assembly that provides a precise, GM-equivalent replacement with an integrated wheel speed sensor and studs.
Details: Unitized bearing with lifetime lubrication, includes wheel speed sensor and wheel studs, designed to meet original GM performance for GM vehicles.",0
"Title: Dryer Heating Element with Thermal Fuse Kit for Maytag, Whirlpool, Kenmore
Category: Home Appliances
Brand: SUMNEW
Description: Replacement dryer heating element and thermal fuse kit compatible with popular brands, designed to restore heat and prevent overheating.
Details: Durable metal construction with tested heating element and thermal cut-off fuses for reliable long-term performance across major appliance brands.",0
"Title: V-Type Twin Cylinder Air Compressor Pump Head 175 PSI 21 CFM
Category: Industrial Equipment
Brand: N/A
Description: High-efficiency V-type twin-cylinder pump head delivering 21 CFM at up to 175 PSI for fast, quiet inflation.
Details: High-quality valve steel for strength at high temperature; fast inflation, low noise, strong cooling, and precise balance for smooth operation.",0
"Title: Bam France Contoured Hightech Black Carbon-Look 4/4 Violin Case
Category: Music Accessories
Brand: Bam France
Description: A lightweight, ultra-protective 4/4 violin case with a contoured design and carbon-look finish.
Details: Three-layer AIREX-ABS-PVC exterior with airtight seal, plush suspension interior, two bow holders, accessory pouch, protective anti-skid guards, neoprene shoulder strap, and a total weight of about 3.5 pounds.",0
"Title: Metabo HPT 36V MultiVolt SDS Plus Rotary Hammer Drill Kit
Category: Power Tools
Brand: Metabo HPT
Description: Cordless 36V SDS Plus rotary hammer delivering corded performance with optional AC power and Reactive Force Control for safety, offering three operation modes.
Details: 1-1/8"" capacity with up to 1,100 RPM and 4,300 BPM, inline grip design for easy application of force, low-vibration handle, one-push bit mounting for quick changes, runs on battery or optional AC adapter.",0
"Title: Rewritten short precise title
Category: Electronics
Brand: Ultra Pro
Description: Close-up macro filter set for 46mm lenses enabling high-resolution macro photography with four diopters and a carry case.
Details: Includes +1, +2, +4 and +10 diopters, 46mm thread, double-threaded for stacking, compatible with select Panasonic Lumix cameras, comes with nylon filter wallet and carry case.",0
"Title: Chamois Bass Drum Mallet, Extra Hard
Category: Musical Instruments
Brand: Innovative Percussion
Description: A heavy, chamois-covered mallet with a wooden ball core for large, defined bass articulation.
Details: Features a large 1” red oak handle, a chamois-covered wooden ball core with a felt liner, delivering a heavier weight for a large, clearly articulated bass drum tone.",0
"Title: Panasonic KX-DECT 6.0 PLUS Expandable Cordless Phone, 1 Handset
Category: Electronics
Brand: Panasonic
Description: Expandable digital cordless phone with DECT 6.0 PLUS for clear range and sound, bundled with one handset.
Details: Features DECT 6.0 PLUS technology, expandable up to 6 handsets with a single phone jack, cordless operation, and a headset jack.",0
"Title: Love Mei Military-Grade Case for Samsung Galaxy S10 Lite
Category: Electronics
Brand: LOVE MEI
Description: Rugged hybrid case combining aluminum metal, silicone, and tempered glass for military-grade protection against drops, dust, and impacts on the Samsung Galaxy S10 Lite.
Details: Dual-layer bumper with raised edges and built-in screen protector, wireless charging compatible, water/splash resistant but not waterproof, precise cutouts and easy button access.",0
